x,y,text,cluster,connected_to
-0.005095,0.021560,Onboarding and retention,2,164;212;268;354;359
-0.128325,-0.084192,Ideas for using variable fonts (v2),0,48;3;317;403;313
0.223289,-0.190807,Collaboration between product and design,2,28;70;84;143;241
-0.042360,0.138301,User research and hypothesis testing,1,104;105;336;410;68
0.080393,-0.291397,Design system and development,0,41;101;205;258;341
-0.027185,0.069452,Paid advertising creative testing,1,265;148;411;218;249
-0.042360,0.138301,User research and hypothesis testing,1,104;105;336;407;68
0.059545,0.054772,Experience flow verified through A/B testing,2,148;140;104;105;336
0.016274,-0.038995,Landing page conversion design,0,110;82;126;148;411
0.030652,0.150287,Review of customer success metrics,3,266;425;31;353;303
0.030683,-0.154462,Microinteraction design guidelines,0,7;72;253;427;13
-0.091979,-0.175066,Dark mode and accessibility,0,313;197;8;15;153
-0.097329,0.049667,Improvements to the subscription cancellation flow,1,380;110;198;371;102
-0.008414,-0.097013,Search UX and facet design,0,427;301;104;105;336
-0.049709,-0.000021,How to use on-demand and live streaming,1,88;69;256;2;106
-0.007488,0.121979,Personas and customer journeys,2,36;226;352;362;286
-0.093493,0.005011,Visualize and share your roadmap,1,213;168;220;74;150
0.043001,-0.045423,Feedback loop design,0,196;86;297;54;98
-0.002724,0.037082,Retention and engagement,1,145;164;212;268;354
-0.052576,-0.107618,Operation of component library,0,246;194;203;275;333
-0.003753,0.046549,Data-driven decision making,4,50;95;207;239;334
0.058319,0.164422,Customer support quality metrics,3,266;413;352;362;237
-0.011122,0.001364,Privacy and personalization,1,163;251;419;50;95
-0.003932,-0.125402,Mobile-first information design,0,414;417;305;332;9
-0.046922,0.019837,Building consensus with stakeholders,4,117;195;16;46;176
-0.050149,0.007690,Error display and recovery experience,1,318;325;295;54;98
